ID,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,resource.range,species.specificity.index,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.generality,proportional.similarity,d
ET1,30,0.461538462,0.134641454,-0.028845285,0.680851064,0.965856481,0.546875,0.334378151,0.016837134,1,0.005347594,0,0.005291303,0.002146377,16.3613822,2.751495716,15.66604633,0.290880506,0.3847776,0.231876071
ET10,21,0.323076923,0.12803573,-0.041522108,0.824468085,0.970788043,0.6875,0.389590285,0.025839143,1,0.005347594,0,0.005291303,0.001464967,10.63219581,2.364466613,10.63836294,0.197528613,0.280616386,0.30707126
ET102,43,0.661538462,0.213384886,-0.018293375,0.228723404,0.787109375,0.34375,0.13630067,0.00677262,1,0.005347594,0,0.005291303,0.002689807,24.53902767,3.551868201,34.87841655,0.647607651,0.577212898,0.101801273
ET104,24,0.369230769,0.550043965,-0.018748168,0.781914894,0.994472789,0.640625,0.737428625,0.330798554,1,0.005347594,0.000382702,0.005291303,0.00404304,7.135538616,1.324791469,3.761400903,0.069840097,0.184458566,0.637368877
ET105,35,0.538461538,0.158771093,-0.024035112,0.563829787,0.892708333,0.46875,0.208463165,0.007799425,1,0.005347594,0,0.005291303,0.002869589,16.81280061,3.158485866,23.53493389,0.436986675,0.506025806,0.127875911
ET107,35,0.538461538,0.154624332,-0.024153591,0.579787234,0.96412037,0.46875,0.322098059,0.019726523,1,0.005347594,0,0.005291303,0.002144784,21.26685067,2.900893921,18.19039888,0.337751614,0.452497624,0.218289387
ET108,11,0.169230769,0.019262931,-0.089157915,1,0.9140625,0.84375,0.294174203,0.001699323,1,0.005347594,0,0.005291303,0.000355539,33.81517754,2.351673302,10.50312994,0.195017664,0.233192005,0.091905627
ET109,18,0.276923077,0.044236437,-0.053097976,0.893617021,0.957386364,0.734375,0.310077613,0.004205771,1.005319149,0.002673797,0,0.005277231,0.001194683,12.24852709,2.579628963,13.19224244,0.244947965,0.358049219,0.16391123
ET11,33,0.507692308,0.27072849,-0.022099137,0.617021277,0.888020833,0.5,0.218689563,0.023443124,1,0.005347594,0,0.005291303,0.001896593,17.47716192,3.090657804,21.99153934,0.408329579,0.478065441,0.203481474
ET110,14,0.215384615,0.062135543,-0.066990318,0.968085106,0.944196429,0.796875,0.330672772,0.00751954,1,0.005347594,0,0.005291303,0.000889157,9.49030596,2.341188062,10.39357745,0.19298354,0.257974761,0.228254288
ET111,24,0.369230769,0.057259916,-0.039280837,0.803191489,0.934895833,0.640625,0.234911478,0.00374359,1,0.005347594,0,0.005291303,0.00081345,48.80477985,2.980877731,19.70510484,0.365876032,0.446689201,0.124250337
ET112,24,0.369230769,0.235520235,-0.031853324,0.787234043,0.978966346,0.640625,0.468525712,0.066396188,1,0.005347594,0,0.005291303,0.002795635,8.941841555,2.147683217,8.564992167,0.159031143,0.348007281,0.380615585
ET113,21,0.323076923,0.036560572,-0.045878068,0.835106383,0.930803571,0.6875,0.245633615,0.002423921,1,0.005347594,0,0.005291303,0.001093573,19.29488272,2.836524227,17.05637829,0.316695601,0.441462138,0.105959473
ET114,28,0.430769231,0.129986885,-0.031071897,0.728723404,0.8984375,0.578125,0.20662634,0.008982662,1,0.005347594,0,0.005291303,0.001676221,16.20628483,3.084609493,21.85892911,0.405867328,0.444609263,0.173393949
ET115,24,0.369230769,0.063185253,-0.039033948,0.79787234,0.9296875,0.640625,0.226988459,0.005090597,1,0.005347594,0,0.005291303,0.001153171,21.61122783,2.98463038,19.7791901,0.367251616,0.431406541,0.1461651
ET116,22,0.338461538,0.1084602,-0.040524536,0.819148936,0.915178571,0.671875,0.24516938,0.008691953,1,0.005347594,0,0.005291303,0.001116474,17.00588408,2.862396266,17.50341958,0.324996074,0.33591285,0.213281978
ET117,36,0.553846154,0.184487879,-0.022653114,0.515957447,0.849759615,0.453125,0.173587217,0.009064339,1,0.005347594,0,0.005291303,0.003094552,15.83254956,3.313415642,27.47882318,0.510215139,0.561737556,0.126040591
ET118,14,0.215384615,0.042813413,-0.068370471,0.962765957,0.967447917,0.796875,0.38705661,0.00738301,1,0.005347594,0,0.005291303,0.001085299,8.203262435,2.186423648,8.903314722,0.165312973,0.281052354,0.22694979
ET119,39,0.6,0.229176631,-0.019764702,0.409574468,0.970096983,0.40625,0.368350621,0.032327108,1,0.005347594,0.010472115,0.005291303,0.004173447,15.8931272,2.67966475,14.58020446,0.270719055,0.407870709,0.244177283
ET12,41,0.630769231,0.38592567,-0.014977423,0.319148936,0.815972222,0.375,0.160404366,0.017121772,1,0.005347594,0,0.005291303,0.004939666,14.51939397,3.416920633,30.47542536,0.565854778,0.545655614,0.140400119
ET120,38,0.584615385,0.358458425,-0.016882673,0.457446809,0.980432243,0.421875,0.451880484,0.090942277,1,0.005347594,6.96E-05,0.005291303,0.00529073,12.68494445,2.420708861,11.2538339,0.208956417,0.375028061,0.338045152
ET121,36,0.553846154,0.244986246,-0.020972604,0.505319149,0.878232759,0.453125,0.198417422,0.012569035,1,0.005347594,0,0.005291303,0.006193515,11.43383973,3.205375515,24.66476026,0.457964812,0.557541995,0.119203684
ET126,35,0.538461538,0.487448247,-0.014644336,0.54787234,0.901289683,0.46875,0.226567255,0.032757049,1,0.005347594,0,0.005291303,0.010073285,8.799174861,3.027650367,20.64865878,0.383395542,0.473302249,0.191699407
ET130,11,0.169230769,0.025954314,-0.088549608,0.989361702,0.95625,0.84375,0.341472086,0.00336504,1,0.005347594,0,0.005291303,0.000549941,10.90229463,2.229051242,9.291046941,0.172512221,0.205447334,0.171326644
ET131,19,0.292307692,1.140804148,0.007410745,0.867021277,0.937665636,0.71875,0.30550259,0.119279972,1,0.005347594,0.013881641,0.005291303,0.031110157,3.103314211,2.497428697,12.15120932,0.225618503,0.37550513,0.333725295
ET132,42,0.646153846,0.223214518,-0.018494892,0.25,0.879934211,0.359375,0.172770462,0.010757845,1,0.005347594,0,0.005291303,0.003699217,18.18108141,3.390027042,29.66675452,0.55083972,0.531006712,0.129102859
ET133,27,0.415384615,0.681444029,-0.011798369,0.739361702,0.989381068,0.59375,0.607695472,0.345156898,1,0.005347594,0,0.005291303,0.002756508,8.970336939,1.73535231,5.670925378,0.105295338,0.246144901,0.583173871
ET134,43,0.661538462,0.339457373,-0.015361456,0.223404255,0.943359375,0.34375,0.234997727,0.040281311,1,0.005347594,0,0.005291303,0.002697273,20.35092541,3.265884648,26.20328143,0.48653142,0.548781035,0.201854955
ET135,17,0.261538462,0.077792229,-0.054247516,0.89893617,0.9375,0.75,0.290977609,0.00805953,1,0.005347594,0,0.005291303,0.001048901,11.17018018,2.56217651,12.96400291,0.24071011,0.271166546,0.223603135
ET136,45,0.692307692,0.467144886,-0.011841225,0.143617021,0.92421875,0.3125,0.212459146,0.029304597,1,0.005347594,0.001635181,0.005291303,0.004451435,16.56634557,3.275900643,26.46705212,0.491429003,0.496455933,0.189240812
ET137,34,0.523076923,0.294659715,-0.020745302,0.60106383,0.941761364,0.484375,0.271602704,0.024337034,1,0.005347594,0,0.005291303,0.003525331,13.40253558,2.897107695,18.12165615,0.336475228,0.379773093,0.238007294
ET138,20,0.307692308,0.040549907,-0.047972505,0.85106383,0.9515625,0.703125,0.296124331,0.003676952,1,0.005347594,0,0.005291303,0.001158696,15.41619356,2.653072841,14.19759864,0.263614992,0.42805376,0.13713093
ET14,29,0.446153846,0.418086134,-0.020065995,0.691489362,0.947443182,0.5625,0.294725635,0.063105457,1,0.005347594,0,0.005291303,0.001854261,14.11818457,2.80627009,16.54808012,0.307257736,0.346973242,0.340096336
ET140,15,0.230769231,0.049727998,-0.063351467,0.946808511,0.96875,0.78125,0.369095026,0.005595253,1.005319149,0.002673797,0,0.005277231,0.000723263,13.89653312,2.33867217,10.3674612,0.192498624,0.308133733,0.180580991
ET142,25,0.384615385,0.06558702,-0.037376519,0.760638298,0.875,0.625,0.200254896,0.003808317,1,0.005347594,0,0.005291303,0.001377302,18.07352417,3.053314256,21.18544218,0.393362309,0.46256966,0.128992293
ET143,35,0.538461538,0.073372773,-0.026475064,0.585106383,0.91875,0.46875,0.19563725,0.003662324,1,0.005347594,0,0.005291303,0.001639068,33.26502015,3.291678991,26.88797043,0.499244436,0.607491061,0.089568339
ET145,39,0.6,0.183698743,-0.020930801,0.414893617,0.947150735,0.40625,0.288978103,0.015767559,1,0.005347594,0,0.005291303,0.003800217,17.18946146,2.927128421,18.67392977,0.346729611,0.450828741,0.185137464
ET146,25,0.384615385,0.082183694,-0.036712652,0.776595745,0.848958333,0.625,0.178836299,0.003255201,1,0.005347594,0,0.005291303,0.00076617,52.63635102,3.146132507,23.24598681,0.431621628,0.380141068,0.1327393
ET149,25,0.384615385,0.091359865,-0.036345605,0.765957447,0.84765625,0.625,0.196860499,0.004922979,1,0.005347594,0,0.005291303,0.001115673,24.95714757,3.072004076,21.58511756,0.400783312,0.437008556,0.142419051
ET15,15,0.230769231,0.083906837,-0.061072878,0.941489362,0.901785714,0.78125,0.288383649,0.008799934,1,0.005347594,0,0.005291303,0.001283596,7.161671147,2.479903059,11.94010688,0.221698842,0.321726698,0.213540041
ET152,41,0.630769231,0.274956441,-0.017683989,0.324468085,0.892578125,0.375,0.185897157,0.012650363,1,0.005347594,0,0.005291303,0.004322378,16.11890729,3.321949762,27.71433428,0.514588009,0.517406168,0.14282811
ET154,26,0.4,0.119682698,-0.033858358,0.744680851,0.973557692,0.609375,0.388079718,0.024468276,1,0.005347594,0,0.005291303,0.001692575,14.9791388,2.527556932,12.5228745,0.232519424,0.361237848,0.26977118
ET155,23,0.353846154,0.554698002,-0.019360956,0.813829787,0.891566265,0.65625,0.251095678,0.041150686,1,0.005347594,0,0.005291303,0.015924542,4.63284045,2.804798313,16.52374295,0.306805854,0.47153826,0.209634319
ET156,42,0.646153846,0.258724175,-0.017649424,0.255319149,0.795454545,0.359375,0.152949666,0.012164098,1,0.005347594,0,0.005291303,0.003248968,18.94135253,3.463174189,31.91813007,0.592642307,0.599488091,0.119324371
ET157,38,0.584615385,0.265201281,-0.019336808,0.45212766,0.917301829,0.421875,0.233060262,0.018030962,1,0.005347594,0,0.005291303,0.006229454,12.29710699,3.042867042,20.96526545,0.389274161,0.480215678,0.160496942
ET158,18,0.276923077,0.086617062,-0.050743497,0.888297872,0.955729167,0.734375,0.331855676,0.008445544,1,0.005347594,0,0.005291303,0.001187726,10.8851026,2.456879583,11.66834457,0.216652875,0.288171222,0.239308804
ET159,43,0.661538462,0.414106021,-0.013625441,0.207446809,0.848958333,0.34375,0.156565538,0.016906056,1,0.005347594,0.009289218,0.005291303,0.005296866,14.78983058,3.455622849,31.67801316,0.588183918,0.557790763,0.136551346
ET16,14,0.215384615,0.045390806,-0.068186371,0.973404255,0.921875,0.796875,0.28211672,0.003993991,1,0.005347594,0,0.005291303,0.000654495,14.05624987,2.499064903,12.17110747,0.225987963,0.316152478,0.143999889
ET160,40,0.615384615,0.247276926,-0.018818077,0.367021277,0.903459821,0.390625,0.197995731,0.010240674,1,0.005347594,0,0.005291303,0.004768962,14.99515111,3.281232987,26.60856048,0.49405647,0.577557301,0.107579847
ET161,31,0.476923077,0.093939474,-0.029227759,0.664893617,0.90234375,0.53125,0.193677948,0.005448264,1,0.005347594,0,0.005291303,0.001427302,27.07764814,3.205843029,24.67629408,0.458178967,0.489289196,0.138680145
ET163,17,0.261538462,0.068405018,-0.054799705,0.904255319,0.92578125,0.75,0.251178696,0.005582023,1,0.005347594,0,0.005291303,0.000568258,29.46763995,2.713578541,15.08315474,0.280057622,0.250053731,0.182014504
ET164,46,0.707692308,0.166178838,-0.018126547,0.117021277,0.774305556,0.296875,0.129646196,0.004782302,1,0.005347594,0,0.005291303,0.003206514,24.02191525,3.610367157,36.97962766,0.686622049,0.660747532,0.059943046
ET167,25,0.384615385,0.064297781,-0.037428089,0.771276596,0.884375,0.625,0.204817268,0.00297417,1,0.005347594,0,0.005291303,0.00107406,26.00963283,3.04222902,20.95189342,0.389025874,0.388948745,0.130203273
ET168,39,0.6,0.145490194,-0.021910508,0.436170213,0.877604167,0.40625,0.184143597,0.006881531,1,0.005347594,0,0.005291303,0.002584296,22.27814087,3.324329953,27.78037825,0.515814286,0.526571808,0.115559481
ET169,50,0.769230769,0.290279817,-0.014194404,0.037234043,0.867598684,0.234375,0.13384955,0.011457804,1,0.005347594,0.000208746,0.005291303,0.003704636,22.93240571,3.668362562,39.18768589,0.727620338,0.634107384,0.096382544
ET17,14,0.215384615,0.052545169,-0.067675345,0.957446809,0.965144231,0.796875,0.416198717,0.010427196,1,0.005347594,0,0.005291303,0.001218216,7.353655072,2.072229182,7.942508697,0.147473134,0.273245466,0.261250448
ET170,35,0.538461538,0.125567363,-0.02498379,0.574468085,0.880681818,0.46875,0.191581839,0.005720924,1,0.005347594,0,0.005291303,0.002312065,20.01736063,3.248835813,25.76033261,0.478306935,0.504263404,0.12241381
ET171,31,0.476923077,0.121989056,-0.028322934,0.670212766,0.916015625,0.53125,0.196598575,0.009160788,1,0.005347594,0,0.005291303,0.001088402,33.5174038,3.221490271,25.06544666,0.465404587,0.436602354,0.164632999
ET173,16,0.246153846,0.04111119,-0.059930551,0.920212766,0.924479167,0.765625,0.299446769,0.004516552,1,0.005347594,0,0.005291303,0.000962469,11.39688715,2.490388069,12.06595763,0.224035586,0.336992801,0.167440273
ET174,42,0.646153846,0.316365604,-0.016277009,0.244680851,0.833059211,0.359375,0.171291521,0.01458351,1,0.005347594,0,0.005291303,0.004659169,15.33073238,3.35650781,28.68882891,0.532682012,0.511878176,0.142247479
ET175,29,0.446153846,0.058708942,-0.032458312,0.70212766,0.83984375,0.5625,0.170330108,0.002306059,1,0.005347594,0,0.005291303,0.001186207,35.25186002,3.248068077,25.74056307,0.477939862,0.537402118,0.081022864
ET177,21,0.323076923,0.05183795,-0.045150574,0.829787234,0.9546875,0.6875,0.291895515,0.006710439,1,0.005347594,0,0.005291303,0.001070635,18.54555633,2.726407891,15.27790842,0.283673726,0.415414574,0.163949417
ET178,48,0.738461538,0.418357969,-0.012117542,0.069148936,0.881324405,0.265625,0.174963973,0.017765111,1,0.005347594,0.01322061,0.005291303,0.007616018,14.85741019,3.418031922,30.50931119,0.566483955,0.592088174,0.111522046
ET179,11,0.169230769,0.025910231,-0.088553615,0.994680851,0.927083333,0.84375,0.305479089,0.00247279,1,0.005347594,0,0.005291303,0.000496475,13.48836506,2.313153679,10.10624631,0.187648497,0.189953303,0.149822252
ET18,30,0.461538462,0.154524095,-0.02818253,0.675531915,0.909855769,0.546875,0.229287941,0.011140065,1,0.005347594,0,0.005291303,0.002089301,16.04993723,3.039440889,20.89355814,0.387942729,0.4433177,0.188973369
ET180,35,0.538461538,0.392110712,-0.017368265,0.553191489,0.813964844,0.46875,0.179460789,0.017570826,1,0.005347594,0,0.005291303,0.009640852,9.129262872,3.216494503,24.94053779,0.463085332,0.550527485,0.125722926
ET181,12,0.184615385,0.020608852,-0.081615929,0.978723404,0.946875,0.828125,0.332082709,0.002360554,1,0.005347594,0,0.005291303,0.000657948,10.8056242,2.284167449,9.817509246,0.182287349,0.261483754,0.133838249
ET182,16,0.246153846,1.120436338,0.007527271,0.909574468,0.949602601,0.765625,0.327490574,0.12784081,1,0.005347594,0.000278329,0.005291303,0.033200071,2.512574852,2.332293784,10.30154397,0.191274701,0.323050465,0.37234301
ET183,39,0.6,0.129071676,-0.022331495,0.430851064,0.776785714,0.40625,0.158405356,0.005378199,1,0.005347594,0,0.005291303,0.002559651,22.09282923,3.399520017,29.94972123,0.556093726,0.568456241,0.094387778
ET184,37,0.569230769,0.671069603,-0.008890011,0.473404255,0.978892544,0.4375,0.433239058,0.183328826,1,0.005347594,0.000347911,0.005291303,0.006915311,9.932854936,2.491273809,12.07664967,0.224234111,0.393480955,0.377128702
ET185,29,0.446153846,0.115075382,-0.030514642,0.696808511,0.866071429,0.5625,0.189032222,0.008073902,1,0.005347594,0,0.005291303,0.001650353,19.43053231,3.171279328,23.83796144,0.442613162,0.512937258,0.142348404
ET186,36,0.553846154,0.57124733,-0.011909796,0.5,0.924352134,0.453125,0.254802611,0.049036888,1,0.005347594,0,0.005291303,0.009623004,9.020660754,2.955610824,19.21345518,0.35674729,0.436221704,0.229955884
ET187,42,0.646153846,0.576401464,-0.010085679,0.234042553,0.887228261,0.359375,0.208985639,0.028082515,1,0.005347594,0.010576488,0.005291303,0.012119472,10.47456549,3.156015856,23.4768741,0.435908645,0.507709868,0.152180444
ET188,48,0.738461538,0.74950795,-0.005218584,0.063829787,0.777027027,0.265625,0.137284065,0.02430504,1,0.005347594,0.0390008,0.005291303,0.010975587,12.53075731,3.561426073,35.2133782,0.653827077,0.601112588,0.111373934
ET189,38,0.584615385,0.59677755,-0.010611117,0.446808511,0.940808824,0.421875,0.300444223,0.074432933,1,0.005347594,3.48E-05,0.005291303,0.00788738,10.25341546,2.731247556,15.3520276,0.28504994,0.379161887,0.309208176
ET19,37,0.569230769,0.397984793,-0.016270681,0.478723404,0.908380682,0.4375,0.218539911,0.029210006,1,0.005347594,0,0.005291303,0.002936881,15.63705883,3.124631055,22.75149948,0.422440197,0.454588707,0.216348466
ET190,50,0.769230769,0.334050754,-0.013318985,0.031914894,0.832236842,0.234375,0.152313792,0.011974707,1,0.005347594,0,0.005291303,0.004586887,20.03383106,3.518545809,33.73533514,0.6263834,0.541071111,0.117927401
ET191,41,0.630769231,0.3885773,-0.014912749,0.308510638,0.884943182,0.375,0.188393821,0.019597149,1,0.005347594,0,0.005291303,0.005882907,13.31881749,3.298992603,27.08533947,0.5029091,0.515209448,0.158551023
ET192,28,0.430769231,0.932672406,-0.002404557,0.712765957,0.88425,0.578125,0.201755007,0.051457929,1,0.005347594,0.000347911,0.005291303,0.022440313,5.285459833,3.084104922,21.84790252,0.405662591,0.546384428,0.177228159
ET194,44,0.676923077,0.200464722,-0.018171256,0.180851064,0.940020161,0.328125,0.235038413,0.013328159,1,0.005347594,0,0.005291303,0.00353214,20.96728439,3.246732176,25.70619919,0.477301808,0.511276581,0.148603551
ET195,23,0.353846154,2.150616789,0.050026817,0.808510638,0.954671808,0.65625,0.352260272,0.259955792,1,0.005347594,0.033434227,0.005291303,0.048921613,3.447417497,2.39126532,10.92731175,0.202893692,0.356540399,0.426181723
ET196,43,0.661538462,0.607235677,-0.009134054,0.20212766,0.905330882,0.34375,0.17910723,0.027471076,1,0.005347594,0,0.005291303,0.010064253,11.43391063,3.412499386,30.3409834,0.563358516,0.56964523,0.140611233
ET197,41,0.630769231,0.285543012,-0.01742578,0.329787234,0.8515625,0.375,0.180936716,0.013633343,1,0.005347594,0,0.005291303,0.004196911,16.11890729,3.300922844,27.1376712,0.503880774,0.473241196,0.153684275
ET199,45,0.692307692,0.494781162,-0.011227085,0.138297872,0.850183824,0.3125,0.178989604,0.025227483,1,0.005347594,0.00175695,0.005291303,0.007214063,13.57513971,3.364871533,28.92978053,0.5371559,0.544737956,0.153712571
ET20,28,0.430769231,1.249365018,0.008905894,0.718085106,0.993803879,0.578125,0.731826639,0.690260097,1,0.005347594,0.000452284,0.005291303,0.003650399,6.181510432,1.109049668,3.031476115,0.056287163,0.113239636,0.797596626
ET200,44,0.676923077,0.249785596,-0.017050327,0.175531915,0.896059783,0.328125,0.201263923,0.013468805,1,0.005347594,0,0.005291303,0.003955464,18.83027219,3.272128893,26.36741303,0.489578946,0.504746746,0.144881261
ET201,26,0.4,0.080900748,-0.035349971,0.75,0.84375,0.609375,0.202562994,0.005186251,1,0.005347594,0,0.005291303,0.001067478,26.70006201,3.067258447,21.48292529,0.398885849,0.442137174,0.149727427
ET202,36,0.553846154,0.130023263,-0.02416602,0.526595745,0.90625,0.453125,0.186836474,0.006710422,1,0.005347594,0,0.005291303,0.001579759,26.3318171,3.304644338,27.23885203,0.505759456,0.511276379,0.132834844
ET203,32,0.492307692,0.185325726,-0.025458571,0.638297872,0.919719828,0.515625,0.238635954,0.011198537,1,0.005347594,0,0.005291303,0.004416438,11.38032079,2.969405934,19.48034356,0.36170276,0.45646383,0.155116599
ET204,50,0.769230769,0.536955394,-0.009260892,0.015957447,0.852515244,0.234375,0.161352986,0.017370662,1,0.005347594,0.089987127,0.005291303,0.009216532,14.6777942,3.481799226,32.51817702,0.603783724,0.6096434,0.099384902
ET205,19,0.292307692,0.057944603,-0.049581863,0.872340426,0.94140625,0.71875,0.282894737,0.004766664,1,0.005347594,0,0.005291303,0.001041734,15.1221968,2.659707972,14.29211479,0.265369928,0.315658874,0.180632872
ET206,42,0.646153846,0.171005425,-0.019737966,0.292553191,0.760416667,0.359375,0.14332331,0.006581173,1,0.005347594,0,0.005291303,0.002073578,27.84317679,3.510677255,33.47092847,0.621474009,0.558612312,0.111200233
ET207,44,0.676923077,0.57832153,-0.009583602,0.14893617,0.863612288,0.328125,0.182384712,0.025516624,1,0.005347594,0.00452284,0.005291303,0.01261182,11.09675506,3.323562381,27.75906298,0.515418513,0.590154863,0.122304516
